,date,continent,location,reproduction_rate
1855,2021Q4,North America,Bonaire Sint Eustatius and Saba,0.0
1856,2021Q4,North America,British Virgin Islands,0.0
1857,2021Q4,North America,Canada,105.27
1858,2021Q4,North America,Cayman Islands,0.0
1859,2021Q4,North America,Costa Rica,75.84
1860,2021Q4,North America,Cuba,68.92
1861,2021Q4,North America,Curacao,0.0
1862,2021Q4,North America,Dominica,94.44
1863,2021Q4,North America,Dominican Republic,99.45
1864,2021Q4,North America,El Salvador,36.1
1865,2021Q4,North America,Greenland,0.0
1866,2021Q4,North America,Grenada,65.79
1867,2021Q4,North America,Guadeloupe,0.0
1868,2021Q4,North America,Guatemala,83.8
1869,2021Q4,North America,Haiti,93.26
1870,2021Q4,North America,Honduras,66.0
1871,2021Q4,North America,Jamaica,90.82
1872,2021Q4,North America,Martinique,0.0
1873,2021Q4,North America,Mexico,95.79
1874,2021Q4,North America,Montserrat,0.0
1875,2021Q4,North America,Nicaragua,108.1
1876,2021Q4,North America,Panama,107.46
1877,2021Q4,North America,Puerto Rico,0.0
1878,2021Q4,North America,Saint Barthelemy,0.0
1879,2021Q4,North America,Saint Kitts and Nevis,89.6
1880,2021Q4,North America,Saint Lucia,92.77
1881,2021Q4,North America,Saint Martin (French part),0.0
1882,2021Q4,North America,Saint Pierre and Miquelon,0.0
1883,2021Q4,North America,Saint Vincent and the Grenadines,83.2
1884,2021Q4,North America,Sint Maarten (Dutch part),0.0
1885,2021Q4,North America,Trinidad and Tobago,100.55
1886,2021Q4,North America,Turks and Caicos Islands,0.0
1887,2021Q4,North America,United States,100.77
1888,2021Q4,North America,United States Virgin Islands,0.0
1889,2021Q4,Oceania,American Samoa,0.0
1890,2021Q4,Oceania,Australia,108.24
1891,2021Q4,Oceania,Cook Islands,0.0
1892,2021Q4,Oceania,Fiji,97.71
1893,2021Q4,Oceania,French Polynesia,0.0
1894,2021Q4,Oceania,Guam,0.0
1895,2021Q4,Oceania,Kiribati,0.0
1896,2021Q4,Oceania,Marshall Islands,0.0
1897,2021Q4,Oceania,Micronesia (country),0.0
1898,2021Q4,Oceania,Nauru,0.0
1899,2021Q4,Oceania,New Caledonia,0.0
1900,2021Q4,Oceania,New Zealand,100.09
1901,2021Q4,Oceania,Niue,0.0
1902,2021Q4,Oceania,Northern Mariana Islands,0.0
1903,2021Q4,Oceania,Palau,0.0
1904,2021Q4,Oceania,Papua New Guinea,84.31
1905,2021Q4,Oceania,Pitcairn,0.0
1906,2021Q4,Oceania,Samoa,0.0
1907,2021Q4,Oceania,Solomon Islands,0.0
1908,2021Q4,Oceania,Tokelau,0.0
1909,2021Q4,Oceania,Tonga,0.0
1910,2021Q4,Oceania,Tuvalu,0.0
1911,2021Q4,Oceania,Vanuatu,0.0
1912,2021Q4,Oceania,Wallis and Futuna,0.0
1913,2021Q4,South America,Argentina,112.17
1914,2021Q4,South America,Bolivia,112.47
1915,2021Q4,South America,Brazil,90.92999999999999
1916,2021Q4,South America,Chile,98.3
1917,2021Q4,South America,Colombia,100.77
1918,2021Q4,South America,Ecuador,102.42
1919,2021Q4,South America,Falkland Islands,0.0
1920,2021Q4,South America,French Guiana,0.0
1921,2021Q4,South America,Guyana,92.19
1922,2021Q4,South America,Paraguay,94.84
1923,2021Q4,South America,Peru,105.49
1924,2021Q4,South America,Suriname,89.05
1925,2021Q4,South America,Uruguay,107.83
1926,2021Q4,South America,Venezuela,90.21
1927,2022Q1,Africa,Algeria,69.93
1928,2022Q1,Africa,Angola,67.12
1929,2022Q1,Africa,Benin,23.41
1930,2022Q1,Africa,Botswana,61.4
1931,2022Q1,Africa,Burkina Faso,31.56
1932,2022Q1,Africa,Burundi,73.47
1933,2022Q1,Africa,Cameroon,30.77
1934,2022Q1,Africa,Cape Verde,64.68
1935,2022Q1,Africa,Central African Republic,27.29
1936,2022Q1,Africa,Chad,32.93
1937,2022Q1,Africa,Comoros,65.64
1938,2022Q1,Africa,Congo,49.29
1939,2022Q1,Africa,Cote d'Ivoire,71.24
1940,2022Q1,Africa,Democratic Republic of Congo,67.08
1941,2022Q1,Africa,Djibouti,66.71
1942,2022Q1,Africa,Egypt,75.96
1943,2022Q1,Africa,Equatorial Guinea,45.47
1944,2022Q1,Africa,Eritrea,61.61
1945,2022Q1,Africa,Eswatini,70.43
1946,2022Q1,Africa,Ethiopia,59.71
1947,2022Q1,Africa,Gabon,52.24
1948,2022Q1,Africa,Gambia,28.12
1949,2022Q1,Africa,Ghana,85.17
1950,2022Q1,Africa,Guinea,49.21
1951,2022Q1,Africa,Guinea-Bissau,80.02
1952,2022Q1,Africa,Kenya,56.89
1953,2022Q1,Africa,Lesotho,49.53
1954,2022Q1,Africa,Liberia,30.48
1955,2022Q1,Africa,Libya,79.51
1956,2022Q1,Africa,Madagascar,65.81
1957,2022Q1,Africa,Malawi,63.37
1958,2022Q1,Africa,Mali,68.05
1959,2022Q1,Africa,Mauritania,57.41
1960,2022Q1,Africa,Mauritius,60.67
1961,2022Q1,Africa,Mayotte,0.0
1962,2022Q1,Africa,Morocco,75.51
1963,2022Q1,Africa,Mozambique,51.97
1964,2022Q1,Africa,Namibia,68.14
1965,2022Q1,Africa,Niger,70.01
1966,2022Q1,Africa,Nigeria,76.23
1967,2022Q1,Africa,Reunion,0.0
1968,2022Q1,Africa,Rwanda,59.41
1969,2022Q1,Africa,Saint Helena,0.0
1970,2022Q1,Africa,Sao Tome and Principe,57.88
1971,2022Q1,Africa,Senegal,75.66
1972,2022Q1,Africa,Seychelles,90.18
1973,2022Q1,Africa,Sierra Leone,49.58
1974,2022Q1,Africa,Somalia,28.6
1975,2022Q1,Africa,South Africa,76.75
1976,2022Q1,Africa,South Sudan,90.48
1977,2022Q1,Africa,Sudan,65.04
1978,2022Q1,Africa,Tanzania,36.32
1979,2022Q1,Africa,Togo,70.55
1980,2022Q1,Africa,Tunisia,97.93
1981,2022Q1,Africa,Uganda,67.24
1982,2022Q1,Africa,Zambia,74.72
1983,2022Q1,Africa,Zimbabwe,78.17999999999999
1984,2022Q1,Asia,Afghanistan,101.28
1985,2022Q1,Asia,Armenia,85.7
1986,2022Q1,Asia,Azerbaijan,79.12
1987,2022Q1,Asia,Bahrain,98.82
1988,2022Q1,Asia,Bangladesh,85.31
1989,2022Q1,Asia,Bhutan,118.92999999999999
1990,2022Q1,Asia,Brunei,123.62
1991,2022Q1,Asia,Cambodia,107.62
1992,2022Q1,Asia,China,120.46
1993,2022Q1,Asia,Georgia,82.84
1994,2022Q1,Asia,Hong Kong,0.0
1995,2022Q1,Asia,India,79.56
1996,2022Q1,Asia,Indonesia,117.17
1997,2022Q1,Asia,Iran,93.83
1998,2022Q1,Asia,Iraq,93.23
1999,2022Q1,Asia,Israel,97.76
2000,2022Q1,Asia,Japan,129.57
2001,2022Q1,Asia,Jordan,81.76
2002,2022Q1,Asia,Kazakhstan,70.81
2003,2022Q1,Asia,Kuwait,90.28
2004,2022Q1,Asia,Kyrgyzstan,80.98
2005,2022Q1,Asia,Laos,95.37
2006,2022Q1,Asia,Lebanon,79.14
2007,2022Q1,Asia,Macao,0.0
2008,2022Q1,Asia,Malaysia,102.59
2009,2022Q1,Asia,Maldives,82.34
2010,2022Q1,Asia,Mongolia,83.76
2011,2022Q1,Asia,Myanmar,95.28
2012,2022Q1,Asia,Nepal,79.15
2013,2022Q1,Asia,North Korea,0.0
2014,2022Q1,Asia,Northern Cyprus,0.0
2015,2022Q1,Asia,Oman,103.49
2016,2022Q1,Asia,Pakistan,87.77
2017,2022Q1,Asia,Palestine,102.68
2018,2022Q1,Asia,Philippines,92.31
2019,2022Q1,Asia,Qatar,84.66
2020,2022Q1,Asia,Saudi Arabia,83.05
2021,2022Q1,Asia,Singapore,115.91
2022,2022Q1,Asia,South Korea,120.6
2023,2022Q1,Asia,Sri Lanka,84.97
2024,2022Q1,Asia,Syria,84.09
2025,2022Q1,Asia,Taiwan,107.03
2026,2022Q1,Asia,Tajikistan,21.28
2027,2022Q1,Asia,Thailand,103.48
2028,2022Q1,Asia,Timor,84.02
2029,2022Q1,Asia,Turkey,86.62
2030,2022Q1,Asia,Turkmenistan,0.0
2031,2022Q1,Asia,United Arab Emirates,80.44
2032,2022Q1,Asia,Uzbekistan,81.69
2033,2022Q1,Asia,Vietnam,106.5
2034,2022Q1,Asia,Yemen,72.52
2035,2022Q1,Europe,Albania,81.43
2036,2022Q1,Europe,Andorra,70.41
2037,2022Q1,Europe,Austria,107.27
2038,2022Q1,Europe,Belarus,90.96
2039,2022Q1,Europe,Belgium,96.04
2040,2022Q1,Europe,Bosnia and Herzegovina,84.34
2041,2022Q1,Europe,Bulgaria,88.33
2042,2022Q1,Europe,Croatia,85.17999999999999
2043,2022Q1,Europe,Cyprus,96.52
2044,2022Q1,Europe,Czechia,93.33
2045,2022Q1,Europe,Denmark,84.54
2046,2022Q1,Europe,England,0.0
2047,2022Q1,Europe,Estonia,93.95
2048,2022Q1,Europe,Faeroe Islands,0.0
2049,2022Q1,Europe,Finland,101.24
2050,2022Q1,Europe,France,92.4
2051,2022Q1,Europe,Germany,110.87
2052,2022Q1,Europe,Gibraltar,0.0
2053,2022Q1,Europe,Greece,93.38
2054,2022Q1,Europe,Guernsey,0.0
2055,2022Q1,Europe,Hungary,93.83
2056,2022Q1,Europe,Iceland,102.34
2057,2022Q1,Europe,Ireland,93.56
2058,2022Q1,Europe,Isle of Man,0.0
2059,2022Q1,Europe,Italy,91.78
2060,2022Q1,Europe,Jersey,0.0
2061,2022Q1,Europe,Kosovo,96.75
2062,2022Q1,Europe,Latvia,98.97
2063,2022Q1,Europe,Liechtenstein,96.41
2064,2022Q1,Europe,Lithuania,95.96
2065,2022Q1,Europe,Luxembourg,99.92999999999999
2066,2022Q1,Europe,Malta,88.12
2067,2022Q1,Europe,Moldova,88.04
2068,2022Q1,Europe,Monaco,84.15
2069,2022Q1,Europe,Montenegro,75.35
2070,2022Q1,Europe,Netherlands,97.51
2071,2022Q1,Europe,North Macedonia,88.81
2072,2022Q1,Europe,Northern Ireland,0.0
2073,2022Q1,Europe,Norway,88.09
2074,2022Q1,Europe,Poland,85.9
2075,2022Q1,Europe,Portugal,90.66
2076,2022Q1,Europe,Romania,100.43
2077,2022Q1,Europe,Russia,91.91
2078,2022Q1,Europe,San Marino,89.39
2079,2022Q1,Europe,Scotland,0.0
2080,2022Q1,Europe,Serbia,93.05
2081,2022Q1,Europe,Slovakia,96.35
2082,2022Q1,Europe,Slovenia,95.58
2083,2022Q1,Europe,Spain,90.73
2084,2022Q1,Europe,Sweden,92.76
2085,2022Q1,Europe,Switzerland,98.17999999999999
2086,2022Q1,Europe,Ukraine,85.28
2087,2022Q1,Europe,United Kingdom,92.26
2088,2022Q1,Europe,Vatican,0.0
2089,2022Q1,Europe,Wales,0.0
2090,2022Q1,North America,Anguilla,0.0
2091,2022Q1,North America,Antigua and Barbuda,63.67
2092,2022Q1,North America,Aruba,0.0
2093,2022Q1,North America,Bahamas,74.79
2094,2022Q1,North America,Barbados,92.69
2095,2022Q1,North America,Belize,80.41
2096,2022Q1,North America,Bermuda,0.0
2097,2022Q1,North America,Bonaire Sint Eustatius and Saba,0.0
2098,2022Q1,North America,British Virgin Islands,0.0
2099,2022Q1,North America,Canada,83.12
2100,2022Q1,North America,Cayman Islands,0.0
2101,2022Q1,North America,Costa Rica,87.67
2102,2022Q1,North America,Cuba,101.55
2103,2022Q1,North America,Curacao,0.0
2104,2022Q1,North America,Dominica,86.53
2105,2022Q1,North America,Dominican Republic,76.98
2106,2022Q1,North America,El Salvador,32.45
2107,2022Q1,North America,Greenland,0.0
2108,2022Q1,North America,Grenada,67.0
2109,2022Q1,North America,Guadeloupe,0.0
2110,2022Q1,North America,Guatemala,100.32
2111,2022Q1,North America,Haiti,84.14
2112,2022Q1,North America,Honduras,56.29
2113,2022Q1,North America,Jamaica,79.63
2114,2022Q1,North America,Martinique,0.0
2115,2022Q1,North America,Mexico,93.87
2116,2022Q1,North America,Montserrat,0.0
2117,2022Q1,North America,Nicaragua,105.24000000000001
2118,2022Q1,North America,Panama,88.51
2119,2022Q1,North America,Puerto Rico,0.0
2120,2022Q1,North America,Saint Barthelemy,0.0
2121,2022Q1,North America,Saint Kitts and Nevis,66.14
2122,2022Q1,North America,Saint Lucia,86.75
2123,2022Q1,North America,Saint Martin (French part),0.0
2124,2022Q1,North America,Saint Pierre and Miquelon,0.0
2125,2022Q1,North America,Saint Vincent and the Grenadines,49.73
2126,2022Q1,North America,Sint Maarten (Dutch part),0.0
2127,2022Q1,North America,Trinidad and Tobago,86.04
2128,2022Q1,North America,Turks and Caicos Islands,0.0
2129,2022Q1,North America,United States,75.3
2130,2022Q1,North America,United States Virgin Islands,0.0
2131,2022Q1,Oceania,American Samoa,0.0
2132,2022Q1,Oceania,Australia,102.14
2133,2022Q1,Oceania,Cook Islands,0.0
2134,2022Q1,Oceania,Fiji,90.06
2135,2022Q1,Oceania,French Polynesia,0.0
2136,2022Q1,Oceania,Guam,0.0
2137,2022Q1,Oceania,Kiribati,53.05
2138,2022Q1,Oceania,Marshall Islands,0.0
2139,2022Q1,Oceania,Micronesia (country),0.0
2140,2022Q1,Oceania,Nauru,0.0
2141,2022Q1,Oceania,New Caledonia,0.0
2142,2022Q1,Oceania,New Zealand,134.95
2143,2022Q1,Oceania,Niue,0.0
2144,2022Q1,Oceania,Northern Mariana Islands,0.0
2145,2022Q1,Oceania,Palau,77.62
2146,2022Q1,Oceania,Papua New Guinea,75.01
2147,2022Q1,Oceania,Pitcairn,0.0
2148,2022Q1,Oceania,Samoa,17.76
2149,2022Q1,Oceania,Solomon Islands,75.63
2150,2022Q1,Oceania,Tokelau,0.0
2151,2022Q1,Oceania,Tonga,55.78
2152,2022Q1,Oceania,Tuvalu,0.0
2153,2022Q1,Oceania,Vanuatu,40.66
2154,2022Q1,Oceania,Wallis and Futuna,0.0
2155,2022Q1,South America,Argentina,78.49
2156,2022Q1,South America,Bolivia,75.67
2157,2022Q1,South America,Brazil,99.57
2158,2022Q1,South America,Chile,104.14
2159,2022Q1,South America,Colombia,74.92
2160,2022Q1,South America,Ecuador,96.37
2161,2022Q1,South America,Falkland Islands,0.0
2162,2022Q1,South America,French Guiana,0.0
2163,2022Q1,South America,Guyana,76.07000000000001
2164,2022Q1,South America,Paraguay,72.01
2165,2022Q1,South America,Peru,82.31
2166,2022Q1,South America,Suriname,81.27
2167,2022Q1,South America,Uruguay,90.4
2168,2022Q1,South America,Venezuela,86.39
2169,2022Q2,Africa,Algeria,92.58
2170,2022Q2,Africa,Angola,9.9
2171,2022Q2,Africa,Benin,5.43
2172,2022Q2,Africa,Botswana,26.830000000000002
2173,2022Q2,Africa,Burkina Faso,5.13
2174,2022Q2,Africa,Burundi,88.14
2175,2022Q2,Africa,Cameroon,5.91
2176,2022Q2,Africa,Cape Verde,122.03
2177,2022Q2,Africa,Central African Republic,1.48
2178,2022Q2,Africa,Chad,29.36
2179,2022Q2,Africa,Comoros,33.09
2180,2022Q2,Africa,Congo,11.52
2181,2022Q2,Africa,Cote d'Ivoire,112.06
2182,2022Q2,Africa,Democratic Republic of Congo,36.47
2183,2022Q2,Africa,Djibouti,17.11
2184,2022Q2,Africa,Egypt,9.64
2185,2022Q2,Africa,Equatorial Guinea,52.6
2186,2022Q2,Africa,Eritrea,56.31
2187,2022Q2,Africa,Eswatini,91.21
2188,2022Q2,Africa,Ethiopia,112.7
2189,2022Q2,Africa,Gabon,18.830000000000002
2190,2022Q2,Africa,Gambia,9.64
2191,2022Q2,Africa,Ghana,74.69
2192,2022Q2,Africa,Guinea,6.13
2193,2022Q2,Africa,Guinea-Bissau,33.23
2194,2022Q2,Africa,Kenya,116.67
2195,2022Q2,Africa,Lesotho,19.87
2196,2022Q2,Africa,Liberia,19.19
2197,2022Q2,Africa,Libya,41.43
2198,2022Q2,Africa,Madagascar,67.49
2199,2022Q2,Africa,Malawi,103.72
2200,2022Q2,Africa,Mali,88.7
2201,2022Q2,Africa,Mauritania,110.3
2202,2022Q2,Africa,Mauritius,45.09
2203,2022Q2,Africa,Mayotte,0.0
2204,2022Q2,Africa,Morocco,118.01
2205,2022Q2,Africa,Mozambique,115.41
2206,2022Q2,Africa,Namibia,78.99
2207,2022Q2,Africa,Niger,33.69
2208,2022Q2,Africa,Nigeria,106.75
2209,2022Q2,Africa,Reunion,0.0
2210,2022Q2,Africa,Rwanda,95.18
2211,2022Q2,Africa,Saint Helena,0.0
2212,2022Q2,Africa,Sao Tome and Principe,2.24
2213,2022Q2,Africa,Senegal,96.21000000000001
2214,2022Q2,Africa,Seychelles,85.7
2215,2022Q2,Africa,Sierra Leone,14.74
2216,2022Q2,Africa,Somalia,16.330000000000002
2217,2022Q2,Africa,South Africa,89.59
2218,2022Q2,Africa,South Sudan,71.05
2219,2022Q2,Africa,Sudan,70.0
2220,2022Q2,Africa,Tanzania,13.290000000000001
2221,2022Q2,Africa,Togo,105.01
2222,2022Q2,Africa,Tunisia,66.63
2223,2022Q2,Africa,Uganda,51.83
2224,2022Q2,Africa,Western Sahara,0.0
2225,2022Q2,Africa,Zambia,104.46
2226,2022Q2,Africa,Zimbabwe,89.43
2227,2022Q2,Asia,Afghanistan,99.17999999999999
2228,2022Q2,Asia,Armenia,23.46
2229,2022Q2,Asia,Azerbaijan,55.74
2230,2022Q2,Asia,Bahrain,95.83
2231,2022Q2,Asia,Bangladesh,111.85
2232,2022Q2,Asia,Bhutan,49.25
2233,2022Q2,Asia,Brunei,91.39
2234,2022Q2,Asia,Cambodia,27.830000000000002
2235,2022Q2,Asia,China,76.01
2236,2022Q2,Asia,Georgia,30.24
2237,2022Q2,Asia,Hong Kong,0.0
2238,2022Q2,Asia,India,106.43
2239,2022Q2,Asia,Indonesia,84.74
2240,2022Q2,Asia,Iran,77.57
2241,2022Q2,Asia,Iraq,101.57000000000001
2242,2022Q2,Asia,Israel,91.78
2243,2022Q2,Asia,Japan,84.65
2244,2022Q2,Asia,Jordan,24.94
2245,2022Q2,Asia,Kazakhstan,98.65
2246,2022Q2,Asia,Kuwait,72.34
2247,2022Q2,Asia,Kyrgyzstan,15.68
2248,2022Q2,Asia,Laos,56.51
2249,2022Q2,Asia,Lebanon,101.13
2250,2022Q2,Asia,Macao,0.0
2251,2022Q2,Asia,Malaysia,76.92
2252,2022Q2,Asia,Maldives,61.77
2253,2022Q2,Asia,Mongolia,63.84
2254,2022Q2,Asia,Myanmar,69.7
2255,2022Q2,Asia,Nepal,92.73
2256,2022Q2,Asia,North Korea,0.0
2257,2022Q2,Asia,Northern Cyprus,0.0
2258,2022Q2,Asia,Oman,29.29
2259,2022Q2,Asia,Pakistan,79.07
2260,2022Q2,Asia,Palestine,42.95
2261,2022Q2,Asia,Philippines,97.33
2262,2022Q2,Asia,Qatar,102.34
2263,2022Q2,Asia,Saudi Arabia,105.66
2264,2022Q2,Asia,Singapore,91.66
2265,2022Q2,Asia,South Korea,66.23
2266,2022Q2,Asia,Sri Lanka,71.42
2267,2022Q2,Asia,Syria,75.57000000000001
2268,2022Q2,Asia,Taiwan,136.04
2269,2022Q2,Asia,Tajikistan,0.0
2270,2022Q2,Asia,Thailand,73.91
2271,2022Q2,Asia,Timor,78.37
2272,2022Q2,Asia,Turkey,51.97
2273,2022Q2,Asia,Turkmenistan,0.0
2274,2022Q2,Asia,United Arab Emirates,102.62
2275,2022Q2,Asia,Uzbekistan,101.64
2276,2022Q2,Asia,Vietnam,57.18
2277,2022Q2,Asia,Yemen,15.25
2278,2022Q2,Europe,Albania,109.31
2279,2022Q2,Europe,Andorra,49.86
2280,2022Q2,Europe,Austria,86.43
2281,2022Q2,Europe,Belarus,31.34
2282,2022Q2,Europe,Belgium,104.2
2283,2022Q2,Europe,Bosnia and Herzegovina,91.55
2284,2022Q2,Europe,Bulgaria,83.88
2285,2022Q2,Europe,Croatia,87.72
2286,2022Q2,Europe,Cyprus,74.29
2287,2022Q2,Europe,Czechia,76.09
2288,2022Q2,Europe,Denmark,87.71
2289,2022Q2,Europe,England,0.0
2290,2022Q2,Europe,Estonia,84.08
2291,2022Q2,Europe,Faeroe Islands,0.0
2292,2022Q2,Europe,Finland,84.48
2293,2022Q2,Europe,France,86.38
2294,2022Q2,Europe,Germany,88.38
2295,2022Q2,Europe,Gibraltar,0.0
2296,2022Q2,Europe,Greece,87.63
2297,2022Q2,Europe,Guernsey,0.0
2298,2022Q2,Europe,Hungary,89.43
2299,2022Q2,Europe,Iceland,97.91
2300,2022Q2,Europe,Ireland,80.71
2301,2022Q2,Europe,Isle of Man,0.0
2302,2022Q2,Europe,Italy,90.74
2303,2022Q2,Europe,Jersey,0.0
2304,2022Q2,Europe,Kosovo,99.55
2305,2022Q2,Europe,Latvia,81.89
2306,2022Q2,Europe,Liechtenstein,89.88
2307,2022Q2,Europe,Lithuania,73.39
2308,2022Q2,Europe,Luxembourg,95.37
2309,2022Q2,Europe,Malta,92.87
2310,2022Q2,Europe,Moldova,68.29
2311,2022Q2,Europe,Monaco,87.37
2312,2022Q2,Europe,Montenegro,96.67
2313,2022Q2,Europe,Netherlands,81.1
2314,2022Q2,Europe,North Macedonia,88.51
2315,2022Q2,Europe,Northern Ireland,0.0
2316,2022Q2,Europe,Norway,82.03
2317,2022Q2,Europe,Poland,72.74
2318,2022Q2,Europe,Portugal,96.33
2319,2022Q2,Europe,Romania,57.45
2320,2022Q2,Europe,Russia,75.95
2321,2022Q2,Europe,San Marino,74.17
2322,2022Q2,Europe,Scotland,0.0
2323,2022Q2,Europe,Serbia,83.97
2324,2022Q2,Europe,Slovakia,71.15
2325,2022Q2,Europe,Slovenia,84.68
2326,2022Q2,Europe,Spain,107.03999999999999
2327,2022Q2,Europe,Sweden,90.22
2328,2022Q2,Europe,Switzerland,97.24
2329,2022Q2,Europe,Ukraine,69.13
2330,2022Q2,Europe,United Kingdom,90.52
2331,2022Q2,Europe,Vatican,0.0
2332,2022Q2,Europe,Wales,0.0
2333,2022Q2,North America,Anguilla,0.0
2334,2022Q2,North America,Antigua and Barbuda,67.01
2335,2022Q2,North America,Aruba,0.0
2336,2022Q2,North America,Bahamas,103.6
2337,2022Q2,North America,Barbados,92.01
2338,2022Q2,North America,Belize,108.78
2339,2022Q2,North America,Bermuda,0.0
2340,2022Q2,North America,Bonaire Sint Eustatius and Saba,0.0
2341,2022Q2,North America,British Virgin Islands,0.0
2342,2022Q2,North America,Canada,81.35
2343,2022Q2,North America,Cayman Islands,0.0
2344,2022Q2,North America,Costa Rica,14.66
2345,2022Q2,North America,Cuba,68.14
2346,2022Q2,North America,Curacao,0.0
2347,2022Q2,North America,Dominica,40.15
2348,2022Q2,North America,Dominican Republic,120.45
2349,2022Q2,North America,El Salvador,12.85
2350,2022Q2,North America,Greenland,0.0
2351,2022Q2,North America,Grenada,96.96
2352,2022Q2,North America,Guadeloupe,0.0
2353,2022Q2,North America,Guatemala,101.0
2354,2022Q2,North America,Haiti,90.93
2355,2022Q2,North America,Honduras,81.98
2356,2022Q2,North America,Jamaica,112.66
2357,2022Q2,North America,Martinique,0.0
2358,2022Q2,North America,Mexico,72.42
2359,2022Q2,North America,Montserrat,0.0
2360,2022Q2,North America,Nicaragua,75.63
2361,2022Q2,North America,Panama,104.34
2362,2022Q2,North America,Puerto Rico,0.0
2363,2022Q2,North America,Saint Barthelemy,0.0
2364,2022Q2,North America,Saint Kitts and Nevis,99.71
2365,2022Q2,North America,Saint Lucia,108.38
2366,2022Q2,North America,Saint Martin (French part),0.0
2367,2022Q2,North America,Saint Pierre and Miquelon,0.0
2368,2022Q2,North America,Saint Vincent and the Grenadines,96.03999999999999
2369,2022Q2,North America,Sint Maarten (Dutch part),0.0
2370,2022Q2,North America,Trinidad and Tobago,87.94
2371,2022Q2,North America,Turks and Caicos Islands,0.0
2372,2022Q2,North America,United States,102.92
2373,2022Q2,North America,United States Virgin Islands,0.0
2374,2022Q2,Oceania,American Samoa,0.0
2375,2022Q2,Oceania,Australia,87.48
2376,2022Q2,Oceania,Cook Islands,0.0
2377,2022Q2,Oceania,Fiji,109.14
2378,2022Q2,Oceania,French Polynesia,0.0
2379,2022Q2,Oceania,Guam,0.0
2380,2022Q2,Oceania,Kiribati,25.64
2381,2022Q2,Oceania,Marshall Islands,0.0
2382,2022Q2,Oceania,Micronesia (country),0.0
2383,2022Q2,Oceania,Nauru,15.1
2384,2022Q2,Oceania,New Caledonia,0.0
2385,2022Q2,Oceania,New Zealand,86.64
2386,2022Q2,Oceania,Niue,0.0
2387,2022Q2,Oceania,Northern Mariana Islands,0.0
2388,2022Q2,Oceania,Palau,92.5
2389,2022Q2,Oceania,Papua New Guinea,58.96
2390,2022Q2,Oceania,Pitcairn,0.0
2391,2022Q2,Oceania,Samoa,98.79
2392,2022Q2,Oceania,Solomon Islands,34.95
2393,2022Q2,Oceania,Tokelau,0.0
2394,2022Q2,Oceania,Tonga,70.0
2395,2022Q2,Oceania,Tuvalu,0.0
2396,2022Q2,Oceania,Vanuatu,82.59
2397,2022Q2,Oceania,Wallis and Futuna,0.0
2398,2022Q2,South America,Argentina,34.32
2399,2022Q2,South America,Bolivia,107.37
2400,2022Q2,South America,Brazil,98.87
2401,2022Q2,South America,Chile,93.14
2402,2022Q2,South America,Colombia,80.89
2403,2022Q2,South America,Ecuador,95.5
2404,2022Q2,South America,Falkland Islands,0.0
2405,2022Q2,South America,French Guiana,0.0
2406,2022Q2,South America,Guyana,113.74
2407,2022Q2,South America,Paraguay,26.64
2408,2022Q2,South America,Peru,100.66
2409,2022Q2,South America,Suriname,83.48
2410,2022Q2,South America,Uruguay,60.910000000000004
2411,2022Q2,South America,Venezuela,94.93
2412,2022Q3,Africa,Algeria,91.65
2413,2022Q3,Africa,Angola,11.53
2414,2022Q3,Africa,Benin,1.91
2415,2022Q3,Africa,Botswana,37.11
2416,2022Q3,Africa,Burkina Faso,0.0
2417,2022Q3,Africa,Burundi,79.64
2418,2022Q3,Africa,Cameroon,3.06
2419,2022Q3,Africa,Cape Verde,61.96
2420,2022Q3,Africa,Central African Republic,10.26
2421,2022Q3,Africa,Chad,42.05
2422,2022Q3,Africa,Comoros,31.240000000000002
2423,2022Q3,Africa,Congo,2.9499999999999997
2424,2022Q3,Africa,Cote d'Ivoire,90.58
2425,2022Q3,Africa,Democratic Republic of Congo,42.65
2426,2022Q3,Africa,Djibouti,0.15
2427,2022Q3,Africa,Egypt,0.0
2428,2022Q3,Africa,Equatorial Guinea,68.73
2429,2022Q3,Africa,Eritrea,66.04
2430,2022Q3,Africa,Eswatini,55.38
2431,2022Q3,Africa,Ethiopia,69.26
2432,2022Q3,Africa,Gabon,18.64
2433,2022Q3,Africa,Gambia,13.71
2434,2022Q3,Africa,Ghana,43.01
2435,2022Q3,Africa,Guinea,4.71
2436,2022Q3,Africa,Guinea-Bissau,3.75
2437,2022Q3,Africa,Kenya,68.16
2438,2022Q3,Africa,Lesotho,2.0100000000000002
2439,2022Q3,Africa,Liberia,35.65
2440,2022Q3,Africa,Libya,44.6
2441,2022Q3,Africa,Madagascar,66.62
2442,2022Q3,Africa,Malawi,84.22
2443,2022Q3,Africa,Mali,108.43
2444,2022Q3,Africa,Mauritania,77.57
2445,2022Q3,Africa,Mauritius,40.11
2446,2022Q3,Africa,Mayotte,0.0
2447,2022Q3,Africa,Morocco,58.45
2448,2022Q3,Africa,Mozambique,67.08
2449,2022Q3,Africa,Namibia,6.26
2450,2022Q3,Africa,Niger,57.4
2451,2022Q3,Africa,Nigeria,99.23
2452,2022Q3,Africa,Reunion,0.0
2453,2022Q3,Africa,Rwanda,66.99
2454,2022Q3,Africa,Saint Helena,0.0
2455,2022Q3,Africa,Sao Tome and Principe,13.47
2456,2022Q3,Africa,Senegal,99.59
